0.310348,0.162539,0.459238,0.201302,0.174092,0.040643,0.338835,0.308532,0.122933,0.044290,0.004207,0.110997,0.455349,0.019913,0.211294,0.386746,0.079039,0.131688,0.082430,0.094078,0.137328,0.083067,0.093949,0.186845,0.378240,0.468786,0.367393,0.383688
0.126524,0.381418,0.093009,0.326109,0.080247,0.466492,0.006185,0.077384,0.023504,0.333076,0.068290,0.010688,0.390004,0.155527,0.105607,0.263566,0.427634,0.226685,0.372546,0.051131,0.073343,0.044309,0.056862,0.062414,0.067518,0.248760,0.040632,0.147450
0.347671,0.242468,0.412696,0.212405,0.050461,0.042844,0.460642,0.334039,0.355881,0.182703,0.067726,0.122164,0.493700,0.341004,0.433136,0.491056,0.270840,0.079742,0.457996,0.136447,0.042426,0.018890,0.044293,0.069295,0.450904,0.063109,0.097883,0.348486
0.042673,0.090999,0.160001,0.446425,0.009917,0.392701,0.033836,0.187218,0.185636,0.357170,0.001943,0.446183,0.281894,0.027772,0.254284,0.449863,0.476575,0.167035,0.421720,0.056627,0.026907,0.007089,0.009754,0.002588,0.104854,0.242422,0.237717,0.290608
0.234278,0.036963,0.459911,0.108429,0.322366,0.094066,0.037119,0.290157,0.131680,0.393453,0.423992,0.443051,0.133806,0.099944,0.166793,0.332687,0.065131,0.020631,0.107904,0.005118,0.001334,0.001065,0.000987,0.010574,0.073021,0.011533,0.334600,0.358043
0.360080,0.110323,0.096882,0.451342,0.322759,0.307735,0.108099,0.478222,0.114463,0.368292,0.407104,0.026269,0.466294,0.012928,0.236185,0.014040,0.356406,0.187847,0.067771,0.002350,0.000073,0.000026,0.000180,0.002630,0.028567,0.341069,0.292640,0.128257
0.240634,0.004420,0.454208,0.026753,0.353337,0.254365,0.110129,0.013078,0.077045,0.361567,0.059299,0.190615,0.130578,0.218976,0.084592,0.106619,0.052279,0.080634,0.030696,0.000812,0.000025,0.000003,0.000021,0.001203,0.008331,0.437810,0.146525,0.095190
0.154846,0.229621,0.486599,0.363272,0.294324,0.048151,0.392941,0.189686,0.124322,0.224554,0.243063,0.499949,0.142979,0.467402,0.238628,0.425707,0.280793,0.470678,0.087767,0.003048,0.000127,0.000037,0.000341,0.006805,0.087904,0.315359,0.052211,0.249597
0.061045,0.455143,0.467499,0.306917,0.181719,0.477780,0.333930,0.328930,0.109600,0.251742,0.377465,0.265325,0.425027,0.053535,0.202016,0.312895,0.190205,0.359554,0.034253,0.013876,0.003642,0.004440,0.007687,0.033489,0.095604,0.083053,0.259900,0.484283
0.071493,0.036748,0.350386,0.097780,0.475374,0.257440,0.469515,0.356058,0.367067,0.121083,0.402577,0.082760,0.107084,0.163438,0.280397,0.492612,0.479470,0.291084,0.030448,0.151136,0.119076,0.103878,0.172545,0.166308,0.262947,0.244489,0.203406,0.044129
0.437279,0.051590,0.030309,0.377276,0.441963,0.427775,0.015183,0.273849,0.187465,0.353486,0.003995,0.213928,0.037766,0.108402,0.113452,0.005457,0.041945,0.254451,0.381363,0.075958,0.307484,0.343848,0.085853,0.408137,0.341942,0.103278,0.137132,0.054220
