0.004733,0.007579,0.006868,0.007320,0.007538,0.008057,0.006561,0.007127,0.007547,0.007814,0.008774,0.007654,0.006894,0.008433,0.006348,0.006639,0.008104,0.006030,0.005627,0.005445,0.005874,0.005286,0.005333,0.005830,0.006606,0.006896,0.006554,0.005317
0.005634,0.007001,0.008185,0.006450,0.007803,0.006856,0.008579,0.005951,0.008169,0.006581,0.007916,0.005403,0.007008,0.007518,0.007645,0.007246,0.006694,0.007255,0.007130,0.005294,0.005322,0.005169,0.005490,0.005424,0.005720,0.006242,0.005754,0.005782
0.005306,0.007321,0.006948,0.006320,0.007887,0.008098,0.006890,0.007041,0.007037,0.006272,0.008022,0.007873,0.006825,0.007088,0.006903,0.006799,0.007216,0.007892,0.006902,0.005861,0.005255,0.004620,0.005287,0.005697,0.006927,0.005719,0.007771,0.005343
0.004249,0.007724,0.007478,0.006891,0.008262,0.006675,0.008098,0.007335,0.007357,0.006609,0.008595,0.006728,0.007128,0.008024,0.006448,0.006894,0.006780,0.007629,0.006635,0.005146,0.004388,0.004164,0.004055,0.004315,0.005772,0.006178,0.007351,0.005445
0.004753,0.005816,0.006868,0.007535,0.006563,0.006060,0.005759,0.006454,0.007485,0.006974,0.006919,0.006730,0.007400,0.007764,0.007391,0.006545,0.007860,0.005490,0.005688,0.004087,0.002842,0.002946,0.002789,0.004402,0.005217,0.005038,0.006489,0.005388
0.004926,0.006095,0.007998,0.006903,0.007123,0.007115,0.007808,0.006751,0.005853,0.007039,0.006681,0.007978,0.006867,0.008446,0.007201,0.008401,0.006556,0.006054,0.005141,0.003254,0.001659,0.001168,0.001939,0.003492,0.004615,0.006437,0.006293,0.004438
0.004684,0.008345,0.006903,0.008099,0.007099,0.007260,0.005513,0.003716,0.005178,0.007067,0.007665,0.007301,0.006082,0.006360,0.007705,0.007698,0.005647,0.005549,0.004678,0.002844,0.001143,0.000512,0.001140,0.002846,0.004355,0.006949,0.007471,0.006044
0.005779,0.007220,0.006841,0.006592,0.006506,0.007894,0.007107,0.005956,0.005780,0.006214,0.007319,0.006814,0.007560,0.006762,0.007312,0.006948,0.007312,0.006888,0.005617,0.003237,0.001829,0.001334,0.002260,0.003768,0.005277,0.006487,0.008149,0.005453
0.005816,0.006753,0.006767,0.007103,0.006287,0.006779,0.007038,0.007088,0.006067,0.007297,0.007031,0.006367,0.006690,0.007731,0.006264,0.006505,0.006229,0.006538,0.005153,0.004270,0.003630,0.003517,0.003833,0.004775,0.005668,0.005940,0.007266,0.005133
0.005983,0.007987,0.007072,0.007719,0.006771,0.006401,0.006858,0.007072,0.006598,0.007581,0.006981,0.007647,0.006028,0.007443,0.007176,0.006802,0.006857,0.007228,0.005367,0.005869,0.005444,0.005597,0.005954,0.005916,0.006304,0.007317,0.007600,0.004107
0.003471,0.006027,0.006146,0.005279,0.005196,0.005022,0.006270,0.005504,0.004696,0.004915,0.006732,0.004720,0.006197,0.005782,0.005979,0.006300,0.006176,0.005473,0.005357,0.004195,0.004763,0.004804,0.004072,0.004915,0.004895,0.004512,0.004630,0.002672
